tripduration,starttime,,,start station name,,,,end station name,,,bikeid,usertype,birth year,gender
1719,2013-06-01 17:09,,,E 17 St & Broadway,,,,W 56 St & 6 Ave,,,18279,Customer,NULL,0
5222,2013-06-01 17:10,,,W 18 St & 6 Ave,,,,Greenwich St & Warren St,,,19774,Subscriber,1981,1
1697,2013-06-01 17:10,,,E 17 St & Broadway,,,,W 56 St & 6 Ave,,,19047,Customer,NULL,0
356,2013-06-01 17:10,,,E 16 St & 5 Ave,,,,Rivington St & Chrystie St,,,17090,Subscriber,1979,2
795,2013-06-01 17:10,,,Ashland Pl & Hanson Pl,,,,NULL,,,19188,Customer,NULL,0
314,2013-06-01 17:10,,,W 4 St & 7 Ave S,,,,W 52 St & 11 Ave,,,18515,Subscriber,1979,1
823,2013-06-01 17:10,,,Cherry St,,,,NULL,,,17410,Subscriber,1963,1
25666,2013-06-01 17:10,,,W 27 St & 7 Ave,,,,NYCBS Depot - FAR,,,20160,Subscriber,1970,1
1114,2013-06-01 17:10,,,W 25 St & 6 Ave,,,,St Marks Pl & 1 Ave,,,18294,Subscriber,1987,2
1244,2013-06-01 17:10,,,Forsyth St & Canal St,,,,Lafayette Ave & Classon Ave,,,16559,Customer,NULL,0
788,2013-06-01 17:10,,,W 14 St & The High Line,,,,Little West St & 1 Pl,,,19378,Customer,NULL,0
1086,2013-06-01 17:10,,,E 3 St & 1 Ave,,,,Little West St & 1 Pl,,,18394,Customer,NULL,0
794,2013-06-01 17:06,,,Carmine St & 6 Ave,,,,Cleveland Pl & Spring St,,,18799,Subscriber,1968,1
484,2013-06-01 17:10,,,E 3 St & 1 Ave,,,,E 5 St & Avenue C,,,16779,Customer,NULL,0
1179,2013-06-01 17:11,,,W 49 St & 8 Ave,,,,E 24 St & Park Ave S,,,16106,Customer,NULL,0
901,2013-06-01 17:11,,,W 27 St & 7 Ave,,,,W 49 St & 8 Ave,,,16631,Subscriber,1969,2
887,2013-06-01 17:11,,,Lafayette Ave & Fort Greene Pl,,,,Willoughby Ave & Walworth St,,,19473,Subscriber,1981,1
736,2013-06-01 17:11,,,Ashland Pl & Hanson Pl,,,,Cadman Plaza W & Pierrepont St,,,18930,Customer,NULL,0
335,2013-06-01 17:11,,,South End Ave & Liberty St,,,,NULL,,,16369,Subscriber,1991,1
375,2013-06-01 17:11,,,8 Ave & W 31 St N,,,,W 39 St & 9 Ave,,,16897,Customer,NULL,0
1188,2013-06-01 17:11,,,Bank St & Washington St,,,,Laight St & Hudson St,,,17670,Customer,NULL,0
587,2013-06-01 17:11,,,E 14 St & Avenue B,,,,Broadway & W 24 St,,,15377,Subscriber,1986,2
924,2013-06-01 17:11,,,W 37 St & 10 Ave,,,,W 22 St & 8 Ave,,,15149,Customer,NULL,0
405,2013-06-01 17:10,,,Cadman Plaza West & Montague St,,,,St Marks Pl & 2 Ave,,,15877,Subscriber,1970,1
466,2013-06-01 17:12,,,Greenwich Ave & Charles St,,,,NULL,,,15608,Subscriber,1992,1
623,2013-06-01 17:12,,,University Pl & E 14 St,,,,Mercer St & Spring St,,,20302,Subscriber,1983,1
565,2013-06-01 17:12,,,W 13 St & 6 Ave,,,,Broadway & W 24 St,,,15215,Subscriber,1981,1
825,2013-06-01 17:12,,,Bank St & Washington St,,,,W 43 St & 10 Ave,,,17193,Subscriber,1959,2
434,2013-06-01 17:12,,,W 37 St & 10 Ave,,,,W 45 St & 6 Ave (1),,,18322,Subscriber,1981,1
729,2013-06-01 17:12,,,2 Ave & E 31 St,,,,2 Ave & E 58 St,,,15085,Subscriber,1969,1
1347,2013-06-01 17:12,,,Mott St & Prince St,,,,Forsyth St & Canal St,,,18558,Customer,NULL,0
11944,2013-06-01 17:12,,,Barclay St & Church St,,,,NULL,,,20349,Subscriber,1970,2
817,2013-06-01 17:12,,,Mott St & Prince St,,,,Christopher St & Greenwich St,,,15041,Subscriber,1986,1
11637,2013-06-01 17:12,,,Broadway & Berry St,,,,Allen St & Stanton St,,,19318,Customer,NULL,0
2226,2013-06-01 17:12,,,W 33 St & 7 Ave,,,,Henry St & Grand St,,,17631,Subscriber,1949,2
1251,2013-06-01 17:12,,,LaGuardia Pl & W 3 St,,,,1 Ave & E 18 St,,,19398,Customer,NULL,0
2419,2013-06-01 17:12,,,W 39 St & 9 Ave,,,,DeKalb Ave & Hudson Ave,,,15408,Customer,NULL,0
1209,2013-06-01 17:12,,,E 11 St & 1 Ave,,,,9 Ave & W 22 St,,,19761,Subscriber,1963,1
799,2013-06-01 17:12,,,1 Ave & E 44 St,,,,E 58 St & 3 Ave,,,14887,Customer,NULL,0
5624,2013-06-01 17:13,,,W 17 St & 8 Ave,,,,Barrow St & Hudson St,,,19206,Subscriber,1975,1
1266,2013-06-01 17:12,,,Cleveland Pl & Spring St,,,,Barclay St & Church St,,,17802,Customer,NULL,0
809,2013-06-01 17:12,,,Mott St & Prince St,,,,Christopher St & Greenwich St,,,18512,Subscriber,1987,2
2670,2013-06-01 17:13,,,John St & William St,,,,W 16 St & The High Line,,,15265,Customer,NULL,0
1039,2013-06-01 17:12,,,W 54 St & 9 Ave,,,,W 26 St & 10 Ave,,,17769,Customer,NULL,0
766,2013-06-01 17:13,,,Greenwich Ave & Charles St,,,,E 58 St & 3 Ave,,,18481,Customer,NULL,0
13482,2013-06-01 17:13,,,Canal St & Rutgers St,,,,Broadway & W 56 St,,,18850,Customer,NULL,0
1344,2013-06-01 17:13,,,E 24 St & Park Ave S,,,,Rivington St & Ridge St,,,17063,Subscriber,1988,1
748,2013-06-01 17:13,,,E 6 St & Avenue B,,,,W 46 St & 11 Ave,,,15854,Customer,NULL,0
589,2013-06-01 17:13,,,Broadway & W 56 St,,,,9 Ave & W 45 St,,,19480,Subscriber,1983,2
1749,2013-06-01 17:13,,,Mott St & Prince St,,,,Maiden Ln & Pearl St,,,18766,Customer,NULL,0
725,2013-06-01 17:13,,,Greenwich Ave & Charles St,,,,E 20 St & FDR Drive,,,15470,Customer,NULL,0
13486,2013-06-01 17:14,,,W 54 St & 9 Ave,,,,Broadway & W 56 St,,,15226,Customer,NULL,0
1617,2013-06-01 17:14,,,Christopher St & Greenwich St,,,,Norfolk St & Broome St,,,19257,Customer,NULL,0
825,2013-06-01 17:14,,,E 10 St & Avenue A,,,,Christopher St & Greenwich St,,,18856,Subscriber,1976,1
1504,2013-06-01 17:14,,,Broadway & Battery Pl,,,,Spruce St & Nassau St,,,15667,Customer,NULL,0
2099,2013-06-01 17:14,,,Old Slip & Front St,,,,E 4 St & 2 Ave,,,19235,Customer,NULL,0
1148,2013-06-01 17:14,,,S 5 Pl & S 5 St,,,,Barclay St & Church St,,,18332,Customer,NULL,0
1146,2013-06-01 17:14,,,Cleveland Pl & Spring St,,,,Barclay St & Church St,,,18940,Customer,NULL,0
314,2013-06-01 17:10,,,St Marks Pl & 2 Ave,,,,St Marks Pl & 2 Ave,,,20138,Subscriber,1984,1
1486,2013-06-01 17:14,,,Broadway & Battery Pl,,,,Spruce St & Nassau St,,,19377,Customer,NULL,0
875,2013-06-01 17:11,,,Lafayette Ave & Fort Greene Pl,,,,Willoughby Ave & Walworth St,,,15846,Subscriber,1984,2
1334,2013-06-01 17:14,,,E 7 St & Avenue A,,,,W 22 St & 10 Ave,,,17155,Customer,NULL,0
234,2013-06-01 17:14,,,LaGuardia Pl & W 3 St,,,,NULL,,,16090,Customer,NULL,0
1536,2013-06-01 17:14,,,W 14 St & The High Line,,,,W 59 St & 10 Ave,,,18076,Customer,NULL,0
376,2013-06-01 17:12,,,Barclay St & Church St,,,,DeKalb Ave & Vanderbilt Ave,,,20349,Subscriber,1970,2
399,2013-06-01 17:12,,,Barclay St & Church St,,,,Howard St & Centre St,,,17449,Subscriber,1967,1
871,2013-06-01 17:15,,,Pershing Square North,,,,E 11 St & Broadway,,,15046,Subscriber,1984,2
1543,2013-06-01 17:15,,,W 14 St & The High Line,,,,W 59 St & 10 Ave,,,17122,Customer,NULL,0
910,2013-06-01 17:10,,,W 27 St & 7 Ave,,,,W 49 St & 8 Ave,,,20160,Subscriber,1970,1
1323,2013-06-01 17:15,,,Murray St & West St,,,,Catherine St & Monroe St,,,15456,Subscriber,1982,1
644,2013-06-01 17:15,,,9 Ave & W 16 St,,,,E 16 St & 5 Ave,,,14692,Subscriber,1984,1
335,2013-06-01 17:15,,,Perry St & Bleecker St,,,,W 14 St & The High Line,,,20043,Customer,NULL,0
523,2013-06-01 17:15,,,State St & Smith St,,,,Cumberland St & Lafayette Ave,,,15913,Customer,NULL,0
1213,2013-06-01 17:15,,,W 13 St & 6 Ave,,,,Murray St & West St,,,16727,Customer,NULL,0
373,2013-06-01 17:15,,,Lafayette Ave & Fort Greene Pl,,,,Fulton St & Washington Ave,,,18895,Subscriber,1973,1
30258,2013-06-01 17:15,,,Broadway & W 41 St,,,,8 Ave & W 33 St,,,19954,Customer,NULL,0
1329,2013-06-01 17:15,,,W 37 St & 10 Ave,,,,E 3 St & 1 Ave,,,20294,Customer,NULL,0
1731,2013-06-01 17:15,,,Lawrence St & Willoughby St,,,,S 4 St & Wythe Ave,,,20326,Subscriber,1983,1
465,2013-06-01 17:12,,,Reade St & Broadway,,,,Spruce St & Nassau St,,,15322,Subscriber,1987,1
1696,2013-06-01 17:15,,,Broadway & W 51 St,,,,W 11 St & 6 Ave,,,19147,Customer,NULL,0
1671,2013-06-01 17:16,,,Hicks St & Montague St,,,,2 Ave & E 31 St,,,18493,Customer,NULL,0
793,2013-06-01 17:16,,,S 5 Pl & S 5 St,,,,Allen St & Rivington St,,,19625,Customer,NULL,0
882,2013-06-01 17:16,,,Sullivan St & Washington Sq,,,,2 Ave & E 31 St,,,17236,Subscriber,1987,1
1606,2013-06-01 17:16,,,Hicks St & Montague St,,,,2 Ave & E 31 St,,,19818,Customer,NULL,0
821,2013-06-01 17:16,,,11 Ave & W 27 St,,,,9 Ave & W 16 St,,,18017,Subscriber,1984,1
335,2013-06-01 17:16,,,9 Ave & W 22 St,,,,MacDougal St & Washington Sq,,,19539,Subscriber,1986,1
972,2013-06-01 17:17,,,Broadway & W 24 St,,,,Carmine St & 6 Ave,,,15599,Subscriber,1985,2
175,2013-06-01 17:17,,,E 51 St & 1 Ave,,,,E 53 St & Lexington Ave,,,16652,Subscriber,1983,1
936,2013-06-01 17:17,,,Central Park S & 6 Ave,,,,NYCBS Depot - DEL,,,19721,Subscriber,1978,2
1901,2013-06-01 17:17,,,St Marks Pl & 2 Ave,,,,Christopher St & Greenwich St,,,16410,Customer,NULL,0
1368,2013-06-01 17:17,,,12 Ave & W 40 St,,,,E 19 St & 3 Ave,,,15195,Customer,NULL,0
1245,2013-06-01 17:17,,,W 20 St & 7 Ave,,,,6 Ave & Broome St,,,15185,Subscriber,1965,1
1093,2013-06-01 17:17,,,Old Fulton St,,,,Clinton St & Joralemon St,,,18878,Subscriber,1964,2
889,2013-06-01 17:17,,,Jay St & Tech Pl,,,,Broadway & E 22 St,,,19026,Subscriber,1975,1
788,2013-06-01 17:17,,,Broadway & E 14 St,,,,9 Ave & W 16 St,,,18489,Subscriber,1984,2
1415,2013-06-01 17:17,,,Broadway & Berry St,,,,Broadway & Berry St,,,16165,Customer,NULL,0
1337,2013-06-01 17:17,,,West St & Chambers St,,,,12 Ave & W 40 St,,,16330,Customer,NULL,0
815,2013-06-01 17:17,,,Harrison St & Hudson St,,,,William St & Pine St,,,18654,Subscriber,1944,1
930,2013-06-01 17:17,,,Broadway & W 24 St,,,,E 60 St & York Ave,,,19501,Subscriber,1985,1
1588,2013-06-01 17:17,,,Spruce St & Nassau St,,,,NYCBS Depot - FAR,,,16702,Customer,NULL,0
1568,2013-06-01 17:17,,,Spruce St & Nassau St,,,,E 20 St & 2 Ave,,,15745,Customer,NULL,0
1579,2013-06-01 17:15,,,Cadman Plaza West & Montague St,,,,DeKalb Ave & Hudson Ave,,,19303,Subscriber,1980,1
1497,2013-06-01 17:18,,,W 25 St & 6 Ave,,,,E 39 St & 2 Ave,,,17161,Customer,NULL,0
2207,2013-06-01 17:18,,,FDR Drive & E 35 St,,,,South St & Gouverneur Ln,,,19027,Customer,NULL,0
2211,2013-06-01 17:18,,,W 43 St & 10 Ave,,,,W 43 St & 10 Ave,,,18081,Customer,NULL,0
669,2013-06-01 17:18,,,Willoughby Ave & Walworth St,,,,Adelphi St & Myrtle Ave,,,15120,Subscriber,1982,2
1630,2013-06-01 17:18,,,Spruce St & Nassau St,,,,Rivington St & Chrystie St,,,20204,Customer,NULL,0
467,2013-06-01 17:18,,,Lexington Ave & E 24 St,,,,W 20 St & 7 Ave,,,18328,Subscriber,1964,1
1617,2013-06-01 17:18,,,Spruce St & Nassau St,,,,Cadman Plaza W & Pierrepont St,,,15906,Customer,NULL,0
2176,2013-06-01 17:18,,,FDR Drive & E 35 St,,,,NULL,,,15813,Customer,NULL,0
2813,2013-06-01 17:18,,,Murray St & West St,,,,Laight St & Hudson St,,,15347,Customer,NULL,0
429,2013-06-01 17:18,,,W 20 St & 11 Ave,,,,W 20 St & 11 Ave,,,16597,Customer,NULL,0
1493,2013-06-01 17:18,,,E 39 St & 2 Ave,,,,E 39 St & 2 Ave,,,16276,Customer,NULL,0
715,2013-06-01 17:18,,,Little West St & 1 Pl,,,,Bank St & Hudson St,,,15206,Subscriber,1981,1
1472,2013-06-01 17:19,,,Pike St & E Broadway,,,,W Broadway & Spring St,,,20323,Customer,NULL,0
543,2013-06-01 17:17,,,FDR Drive & E 35 St,,,,E 31 St & 3 Ave,,,18325,Subscriber,1990,1
267,2013-06-01 17:19,,,Mercer St & Bleecker St S,,,,South End Ave & Liberty St,,,14635,Subscriber,1960,1
1418,2013-06-01 17:19,,,W 56 St & 6 Ave,,,,Franklin St & W Broadway,,,19593,Subscriber,1982,1
162,2013-06-01 17:19,,,Franklin St & W Broadway,,,,11 Ave & W 27 St,,,15987,Subscriber,1987,1
567,2013-06-01 17:19,,,E 56 St & 3 Ave,,,,E 39 St & 2 Ave,,,16765,Subscriber,1976,2
953,2013-06-01 17:19,,,12 Ave & W 40 St,,,,Broadway & W 51 St,,,19283,Customer,NULL,0
518,2013-06-01 17:19,,,Broadway & W 36 St,,,,University Pl & E 14 St,,,19018,Subscriber,1969,1
975,2013-06-01 17:19,,,12 Ave & W 40 St,,,,Broadway & W 51 St,,,19568,Customer,NULL,0
339,2013-06-01 17:19,,,Broadway & W 24 St,,,,Broadway & W 24 St,,,15652,Customer,NULL,0
876,2013-06-01 17:19,,,E 2 St & Avenue C,,,,Broadway & E 14 St,,,19898,Subscriber,1983,1
3070,2013-06-01 17:19,,,Bus Slip & State St,,,,Barrow St & Hudson St,,,18983,Customer,NULL,0
2262,2013-06-01 17:19,,,John St & William St,,,,W 16 St & The High Line,,,14832,Customer,NULL,0
1865,2013-06-01 17:20,,,Christopher St & Greenwich St,,,,W Broadway & Spring St,,,17355,Customer,NULL,0
449,2013-06-01 17:20,,,Cleveland Pl & Spring St,,,,E 17 St & Broadway,,,18066,Subscriber,1959,1
3010,2013-06-01 17:20,,,Bus Slip & State St,,,,Cherry St,,,19196,Customer,NULL,0
801,2013-06-01 17:20,,,Forsyth St & Canal St,,,,Barclay St & Church St,,,18127,Subscriber,1966,1
1041,2013-06-01 17:20,,,E 10 St & 5 Ave,,,,E 55 St & Lexington Ave,,,15751,Subscriber,1964,2
1941,2013-06-01 17:20,,,Old Fulton St,,,,S 5 Pl & S 5 St,,,15495,Subscriber,1987,1
1838,2013-06-01 17:20,,,Christopher St & Greenwich St,,,,W Broadway & Spring St,,,18342,Customer,NULL,0
1595,2013-06-01 17:20,,,Vesey Pl & River Terrace,,,,West St & Chambers St,,,16607,Subscriber,1970,2
1954,2013-06-01 17:20,,,W 56 St & 6 Ave,,,,Broadway & W 56 St,,,15397,Customer,NULL,0
1071,2013-06-01 17:19,,,E 51 St & Lexington Ave,,,,W 31 St & 7 Ave,,,17860,Subscriber,1988,1
1242,2013-06-01 17:20,,,W 56 St & 6 Ave,,,,Broadway & W 56 St,,,19769,Subscriber,1989,1
1496,2013-06-01 17:20,,,Broadway & W 56 St,,,,NULL,,,16823,Customer,NULL,0
2259,2013-06-01 17:20,,,Wythe Ave & Metropolitan Ave,,,,2 Ave & E 58 St,,,18052,Subscriber,1959,2
1970,2013-06-01 17:20,,,E 11 St & 1 Ave,,,,Broadway & W 56 St,,,15072,Customer,NULL,0
796,2013-06-01 17:20,,,W 20 St & 8 Ave,,,,W 14 St & The High Line,,,20224,Subscriber,1978,1
515,2013-06-01 17:20,,,Lawrence St & Willoughby St,,,,W 20 St & 11 Ave,,,17365,Subscriber,1993,2
428,2013-06-01 17:21,,,Market St & Cherry St,,,,Bayard St & Baxter St,,,18491,Subscriber,1960,1
1575,2013-06-01 17:21,,,Washington Square E,,,,W 56 St & 6 Ave,,,17034,Subscriber,1987,2
105,2013-06-01 17:21,,,E 11 St & Broadway,,,,E 11 St & Broadway,,,17091,Subscriber,1967,1
887,2013-06-01 17:21,,,W 43 St & 6 Ave,,,,8 Ave & W 52 St,,,15889,Subscriber,1960,2
410,2013-06-01 17:21,,,Perry St & Bleecker St,,,,Perry St & Bleecker St,,,19518,Subscriber,1969,1
1800,2013-06-01 17:21,,,Broadway & W 56 St,,,,Jay St & Tech Pl,,,19603,Customer,NULL,0
1046,2013-06-01 17:21,,,Washington Square E,,,,W 25 St & 6 Ave,,,19268,Subscriber,1983,1
1498,2013-06-01 17:21,,,Bank St & Washington St,,,,W 38 St & 8 Ave,,,19910,Customer,NULL,0
1980,2013-06-01 17:21,,,12 Ave & W 40 St,,,,Central Park S & 6 Ave,,,15352,Customer,NULL,0
1086,2013-06-01 17:21,,,Lawrence St & Willoughby St,,,,W 20 St & 7 Ave,,,19459,Subscriber,1983,1
1850,2013-06-01 17:21,,,Old Fulton St,,,,S 5 Pl & S 5 St,,,14858,Subscriber,1988,2
665,2013-06-01 17:21,,,Ashland Pl & Hanson Pl,,,,York St & Jay St,,,18879,Subscriber,1964,1
1498,2013-06-01 17:21,,,Bank St & Washington St,,,,Kent Ave & S 11 St,,,15180,Customer,NULL,0
2237,2013-06-01 17:21,,,S 4 St & Wythe Ave,,,,9 Ave & W 18 St,,,20239,Customer,NULL,0
704,2013-06-01 17:21,,,Perry St & Bleecker St,,,,Barrow St & Hudson St,,,15710,Subscriber,1976,1
1465,2013-06-01 17:22,,,W 15 St & 7 Ave,,,,William St & Pine St,,,15191,Subscriber,1990,1
1762,2013-06-01 17:22,,,Pershing Square North,,,,Mercer St & Spring St,,,17603,Customer,NULL,0
63589,2013-06-01 17:22,,,Broadway & W 24 St,,,,E 20 St & 2 Ave,,,17247,Subscriber,1982,1
876,2013-06-01 17:22,,,Franklin St & W Broadway,,,,W 43 St & 10 Ave,,,17598,Subscriber,1987,1
2195,2013-06-01 17:22,,,S 4 St & Wythe Ave,,,,E 27 St & 1 Ave,,,16904,Customer,NULL,0
856,2013-06-01 17:22,,,Perry St & Bleecker St,,,,Greenwich St & W Houston St,,,16357,Subscriber,1982,2
1920,2013-06-01 17:22,,,E 52 St & 2 Ave,,,,W 41 St & 8 Ave,,,15955,Customer,NULL,0
5578,2013-06-01 17:22,,,W 59 St & 10 Ave,,,,Watts St & Greenwich St,,,16635,Subscriber,1967,2
1215,2013-06-01 17:22,,,Lexington Ave & E 24 St,,,,NULL,,,18010,Subscriber,1950,1
700,2013-06-01 17:23,,,Broadway & W 56 St,,,,Broadway & W 56 St,,,16552,Subscriber,1985,1
1536,2013-06-01 17:18,,,Lawrence St & Willoughby St,,,,S 4 St & Wythe Ave,,,15821,Subscriber,1983,1
1034,2013-06-01 17:23,,,W 52 St & 11 Ave,,,,8 Ave & W 31 St N,,,18836,Subscriber,1978,1
364,2013-06-01 17:23,,,Central Park S & 6 Ave,,,,Broadway & E 22 St,,,19614,Subscriber,1972,1
1500,2013-06-01 17:23,,,S 4 St & Wythe Ave,,,,S Portland Ave & Hanson Pl,,,18729,Customer,NULL,0
580,2013-06-01 17:23,,,Carmine St & 6 Ave,,,,W 20 St & 8 Ave,,,18324,Subscriber,1986,1
353,2013-06-01 17:23,,,W 46 St & 11 Ave,,,,9 Ave & W 45 St,,,18405,Subscriber,1986,2
1629,2013-06-01 17:23,,,Christopher St & Greenwich St,,,,W Broadway & Spring St,,,20109,Customer,NULL,0
1676,2013-06-01 17:23,,,South St & Gouverneur Ln,,,,E 23 St & 1 Ave,,,17587,Customer,NULL,0
1669,2013-06-01 17:23,,,South St & Gouverneur Ln,,,,E 23 St & 1 Ave,,,19976,Customer,NULL,0
1317,2013-06-01 17:23,,,Broadway & Berry St,,,,Allen St & Hester St,,,19014,Customer,NULL,0
1237,2013-06-01 17:23,,,Lawrence St & Willoughby St,,,,Leonard St & Church St,,,17991,Subscriber,1949,1
64772,2013-06-01 17:19,,,Front St & Washington St,,,,Henry St & Atlantic Ave,,,20367,Subscriber,1973,2
1088,2013-06-01 17:23,,,Cliff St & Fulton St,,,,Murray St & West St,,,17218,Customer,NULL,0
1468,2013-06-01 17:23,,,E 4 St & 2 Ave,,,,NULL,,,14962,Customer,NULL,0
1695,2013-06-01 17:23,,,Broadway & Battery Pl,,,,South End Ave & Liberty St,,,20289,Customer,NULL,0
1477,2013-06-01 17:23,,,S 4 St & Wythe Ave,,,,S Portland Ave & Hanson Pl,,,15743,Customer,NULL,0
767,2013-06-01 17:24,,,Division St & Bowery,,,,Henry St & Grand St,,,17712,Subscriber,1961,2
800,2013-06-01 17:24,,,W 4 St & 7 Ave S,,,,W 52 St & 11 Ave,,,15353,Subscriber,1970,2
656,2013-06-01 17:24,,,E 51 St & Lexington Ave,,,,E 31 St & 3 Ave,,,16659,Customer,NULL,0
419,2013-06-01 17:24,,,E 16 St & 5 Ave,,,,Hicks St & Montague St,,,14922,Subscriber,1966,1
2162,2013-06-01 17:24,,,12 Ave & W 40 St,,,,E 27 St & 1 Ave,,,18679,Subscriber,1981,2
311,2013-06-01 17:24,,,W 52 St & 11 Ave,,,,E 17 St & Broadway,,,18515,Subscriber,1959,1
217,2013-06-01 17:22,,,W 13 St & 6 Ave,,,,NULL,,,19971,Subscriber,1960,1
229,2013-06-01 17:24,,,E 5 St & Avenue C,,,,E 6 St & Avenue D,,,17447,Customer,NULL,0
1036,2013-06-01 17:24,,,Little West St & 1 Pl,,,,Bus Slip & State St,,,19378,Customer,NULL,0
1034,2013-06-01 17:24,,,E 20 St & FDR Drive,,,,Bus Slip & State St,,,19520,Customer,NULL,0
1725,2013-06-01 17:24,,,Broadway & W 24 St,,,,Broadway & W 56 St,,,15377,Subscriber,1978,2
472,2013-06-01 17:24,,,Broadway & E 22 St,,,,W 52 St & 11 Ave,,,18758,Subscriber,1990,2
840,2013-06-01 17:24,,,Perry St & Bleecker St,,,,12 Ave & W 40 St,,,19880,Customer,NULL,0
190,2013-06-01 17:25,,,Broadway & E 22 St,,,,W 11 St & 6 Ave,,,15463,Subscriber,1967,1
143,2013-06-01 17:25,,,W 4 St & 7 Ave S,,,,Christopher St & Greenwich St,,,15368,Customer,NULL,0
2242,2013-06-01 17:25,,,E 51 St & 1 Ave,,,,Franklin St & W Broadway,,,18760,Customer,NULL,0
381,2013-06-01 17:25,,,Park Ave & St Edwards St,,,,Washington Ave & Park Ave,,,18419,Subscriber,1982,1
1439,2013-06-01 17:25,,,W 56 St & 6 Ave,,,,Fulton St & Rockwell Pl,,,19816,Customer,NULL,0
1661,2013-06-01 17:24,,,W 34 St & 11 Ave,,,,W 59 St & 10 Ave,,,14897,Subscriber,1974,1
1419,2013-06-01 17:26,,,W 56 St & 6 Ave,,,,Broadway & W 38 St,,,18747,Subscriber,1983,1
1578,2013-06-01 17:26,,,W 18 St & 6 Ave,,,,St James Pl & Oliver St,,,15225,Subscriber,1986,1
2189,2013-06-01 17:26,,,E 51 St & 1 Ave,,,,6 Ave & Broome St,,,20085,Customer,NULL,0
405,2013-06-01 17:26,,,Allen St & Stanton St,,,,Great Jones St,,,16849,Subscriber,1966,1
1592,2013-06-01 17:26,,,Allen St & Hester St,,,,Nassau St & Navy St,,,18074,Subscriber,1979,2
443,2013-06-01 17:26,,,West Thames St,,,,6 Ave & Canal St,,,17243,Subscriber,1960,2
1866,2013-06-01 17:26,,,South St & Gouverneur Ln,,,,Allen St & Rivington St,,,15379,Customer,NULL,0
1359,2013-06-01 17:26,,,DeKalb Ave & Hudson Ave,,,,9 Ave & W 14 St,,,15828,Customer,NULL,0
470,2013-06-01 17:25,,,E 19 St & 3 Ave,,,,W 21 St & 6 Ave,,,19240,Subscriber,1975,1
448,2013-06-01 17:26,,,W 20 St & 11 Ave,,,,W 21 St & 6 Ave,,,17300,Subscriber,1976,1
543,2013-06-01 17:26,,,Avenue D & E 8 St,,,,E 7 St & Avenue A,,,18112,Subscriber,1974,1
3520,2013-06-01 17:26,,,Broadway & E 14 St,,,,West St & Chambers St,,,20034,Customer,NULL,0
1250,2013-06-01 17:27,,,Front St & Gold St,,,,Howard St & Centre St,,,16588,Subscriber,1977,1
547,2013-06-01 17:18,,,W 42 St & 8 Ave,,,,Pershing Square North,,,17505,Subscriber,1971,1
442,2013-06-01 17:27,,,DeKalb Ave & Hudson Ave,,,,W Broadway & Spring St,,,15629,Subscriber,1987,1
1877,2013-06-01 17:27,,,St Marks Pl & 1 Ave,,,,Warren St & Church St,,,19023,Subscriber,1976,1
2600,2013-06-01 17:27,,,Spruce St & Nassau St,,,,Henry St & Poplar St,,,16387,Customer,NULL,0
1483,2013-06-01 17:27,,,E 58 St & 3 Ave,,,,Centre St & Worth St,,,19714,Customer,NULL,0
428,2013-06-01 17:27,,,Pearl St & Hanover Square,,,,W 59 St & 10 Ave,,,17616,Customer,NULL,0
1843,2013-06-01 17:27,,,Front St & Washington St,,,,Liberty St & Broadway,,,16235,Customer,NULL,0
1797,2013-06-01 17:27,,,Hicks St & Montague St,,,,W 47 St & 10 Ave,,,14889,Customer,NULL,0
692,2013-06-01 17:27,,,Stanton St & Chrystie St,,,,E 20 St & 2 Ave,,,20295,Customer,NULL,0
799,2013-06-01 17:28,,,Carmine St & 6 Ave,,,,W 53 St & 10 Ave,,,17705,Subscriber,1970,1
2559,2013-06-01 17:28,,,Spruce St & Nassau St,,,,Henry St & Poplar St,,,17931,Customer,NULL,0
2028,2013-06-01 17:28,,,Monroe St & Bedford Ave,,,,E 55 St & Lexington Ave,,,17993,Subscriber,1992,1
1267,2013-06-01 17:28,,,Pearl St & Hanover Square,,,,Vesey Pl & River Terrace,,,16029,Customer,NULL,0
3470,2013-06-01 17:28,,,Broadway & E 14 St,,,,West St & Chambers St,,,15520,Customer,NULL,0
660,2013-06-01 17:28,,,Cumberland St & Lafayette Ave,,,,Clermont Ave & Lafayette Ave,,,15913,Subscriber,1966,1
828,2013-06-01 17:28,,,W 45 St & 6 Ave (1),,,,11 Ave & W 59 St,,,18657,Subscriber,1973,2
6584,2013-06-01 17:28,,,1 Ave & E 44 St,,,,2 Ave & E 31 St,,,15075,Subscriber,1961,1
1241,2013-06-01 17:28,,,Pearl St & Hanover Square,,,,Vesey Pl & River Terrace,,,18071,Customer,NULL,0
135,2013-06-01 17:28,,,W 52 St & 11 Ave,,,,E 51 St & 1 Ave,,,17149,Subscriber,1983,1
1004,2013-06-01 17:28,,,W 11 St & 6 Ave,,,,MacDougal St & Prince St,,,14840,Customer,NULL,0
547,2013-06-01 17:28,,,E 25 St & 2 Ave,,,,1 Ave & E 44 St,,,17497,Subscriber,1975,1
1017,2013-06-01 17:28,,,Centre St & Worth St,,,,Cleveland Pl & Spring St,,,18136,Subscriber,1973,2
13025,2013-06-01 17:28,,,Rivington St & Ridge St,,,,Suffolk St & Stanton St,,,15101,Customer,NULL,0
